"X","drug_row","drug_row_clean","drug_col","drug_col_clean","cell_line_name","combi_row","combi_col","synergy","fold"
"gefitinib_pazopanib_hs578t","Pazopanib hydrochloride","pazopanib","Gefitinib","gefitinib","HS 578T","pazopanib_hs578t","gefitinib_hs578t",10.1547568889486,2
"imatinib_vemurafenib_hs578t","Vemurafenib","vemurafenib","Imatinib","imatinib","HS 578T","vemurafenib_hs578t","imatinib_hs578t",1.45377800102877,3
"crizotinib_imatinib_hs578t","Crizotinib","crizotinib","Imatinib","imatinib","HS 578T","crizotinib_hs578t","imatinib_hs578t",1.09191758870178,1
"imatinib_ruxolitinib_hs578t","Ruxolitinib","ruxolitinib","Imatinib","imatinib","HS 578T","ruxolitinib_hs578t","imatinib_hs578t",1.28180933650664,2
"dasatinib_pazopanib_hs578t","Pazopanib hydrochloride","pazopanib","Dasatinib","dasatinib","HS 578T","pazopanib_hs578t","dasatinib_hs578t",-2.89406180234357,3
"dasatinib_vemurafenib_hs578t","Vemurafenib","vemurafenib","Dasatinib","dasatinib","HS 578T","vemurafenib_hs578t","dasatinib_hs578t",-1.16257501405064,4
"crizotinib_dasatinib_hs578t","Crizotinib","crizotinib","Dasatinib","dasatinib","HS 578T","crizotinib_hs578t","dasatinib_hs578t",3.30277721959041,1
"dasatinib_ruxolitinib_hs578t","Ruxolitinib","ruxolitinib","Dasatinib","dasatinib","HS 578T","ruxolitinib_hs578t","dasatinib_hs578t",2.00337476681732,3
"crizotinib_erlotinib_hs578t","Crizotinib","crizotinib","Erlotinib hydrochloride","erlotinib","HS 578T","crizotinib_hs578t","erlotinib_hs578t",6.96349704559897,2
"erlotinib_ruxolitinib_hs578t","Ruxolitinib","ruxolitinib","Erlotinib hydrochloride","erlotinib","HS 578T","ruxolitinib_hs578t","erlotinib_hs578t",2.32342495730772,2
"erlotinib_pazopanib_hs578t","Pazopanib hydrochloride","pazopanib","Erlotinib hydrochloride","erlotinib","HS 578T","pazopanib_hs578t","erlotinib_hs578t",10.7346581915089,0
"erlotinib_vemurafenib_hs578t","Vemurafenib","vemurafenib","Erlotinib hydrochloride","erlotinib","HS 578T","vemurafenib_hs578t","erlotinib_hs578t",4.00361531709023,3
"erlotinib_gefitinib_hs578t","Gefitinib","gefitinib","Erlotinib hydrochloride","erlotinib","HS 578T","gefitinib_hs578t","erlotinib_hs578t",1.88259113032015,3
"mitoxantrone_nilotinib_hs578t","mitoxantrone","mitoxantrone","Nilotinib","nilotinib","HS 578T","mitoxantrone_hs578t","nilotinib_hs578t",2.64418210899096,2
"vemurafenib_vemurafenib_hs578t","Vemurafenib","vemurafenib","Vemurafenib","vemurafenib","HS 578T","vemurafenib_hs578t","vemurafenib_hs578t",13.9400125371806,2
"ruxolitinib_vemurafenib_hs578t","Ruxolitinib","ruxolitinib","Vemurafenib","vemurafenib","HS 578T","ruxolitinib_hs578t","vemurafenib_hs578t",8.67504581548423,1
"erlotinib_mitoxantrone_hs578t","mitoxantrone","mitoxantrone","Erlotinib hydrochloride","erlotinib","HS 578T","mitoxantrone_hs578t","erlotinib_hs578t",3.72954915542107,1
"gefitinib_nilotinib_hs578t","Gefitinib","gefitinib","Nilotinib","nilotinib","HS 578T","gefitinib_hs578t","nilotinib_hs578t",1.32414595371032,1
"nilotinib_vemurafenib_hs578t","Vemurafenib","vemurafenib","Nilotinib","nilotinib","HS 578T","vemurafenib_hs578t","nilotinib_hs578t",5.16029880109666,0
"nilotinib_pazopanib_hs578t","Pazopanib hydrochloride","pazopanib","Nilotinib","nilotinib","HS 578T","pazopanib_hs578t","nilotinib_hs578t",5.1284569085203,4
"nilotinib_ruxolitinib_hs578t","Ruxolitinib","ruxolitinib","Nilotinib","nilotinib","HS 578T","ruxolitinib_hs578t","nilotinib_hs578t",11.4691668491079,0
"crizotinib_nilotinib_hs578t","Crizotinib","crizotinib","Nilotinib","nilotinib","HS 578T","crizotinib_hs578t","nilotinib_hs578t",7.51705967816881,3
"buparlisib_mk2206_hs578t","MK-2206","mk2206","Buparlisib","buparlisib","HS 578T","mk2206_hs578t","buparlisib_hs578t",11.7951794724122,2
"alpelisib_mk2206_hs578t","MK-2206","mk2206","alpelisib","alpelisib","HS 578T","mk2206_hs578t","alpelisib_hs578t",13.7047064138082,1
"afatinib_mk2206_hs578t","Afatinib","afatinib","MK-2206","mk2206","HS 578T","afatinib_hs578t","mk2206_hs578t",1.77353541194816,1
"afatinib_selumetinib_hs578t","Afatinib","afatinib","Selumetinib","selumetinib","HS 578T","afatinib_hs578t","selumetinib_hs578t",18.6461627763594,2
"mk2206_olaparib_hs578t","Olaparib","olaparib","MK-2206","mk2206","HS 578T","olaparib_hs578t","mk2206_hs578t",13.7217973708499,4
"olaparib_selumetinib_hs578t","Olaparib","olaparib","Selumetinib","selumetinib","HS 578T","olaparib_hs578t","selumetinib_hs578t",-8.55519039005889,3
"buparlisib_selumetinib_hs578t","Buparlisib","buparlisib","Selumetinib","selumetinib","HS 578T","buparlisib_hs578t","selumetinib_hs578t",-5.57275277918865,3
"alpelisib_selumetinib_hs578t","alpelisib","alpelisib","Selumetinib","selumetinib","HS 578T","alpelisib_hs578t","selumetinib_hs578t",-1.31765687102023,2
"alpelisib_buparlisib_hs578t","alpelisib","alpelisib","Buparlisib","buparlisib","HS 578T","alpelisib_hs578t","buparlisib_hs578t",0.204625327312911,0
"cisplatin_mitotane_mcf7","mitotane","mitotane","cis-Platin","cisplatin","MCF7","mitotane_mcf7","cisplatin_mcf7",-2.66084051659368,2
"ifosfamide_imiquimod_mcf7","ifosfamide","ifosfamide","IMIQUIMOD","imiquimod","MCF7","ifosfamide_mcf7","imiquimod_mcf7",1.49241984003375,2
"imatinib_vinblastine_mcf7","Imatinib","imatinib","Vinblastine sulfate","vinblastine","MCF7","imatinib_mcf7","vinblastine_mcf7",4.55545602461194,2
"ixabepilone_romidepsin_mcf7","Romidepsin","romidepsin","Ixabepilone","ixabepilone","MCF7","romidepsin_mcf7","ixabepilone_mcf7",-3.64958640748641,4
"busulfan_mitotane_mcf7","mitotane","mitotane","busulfan","busulfan","MCF7","mitotane_mcf7","busulfan_mcf7",1.11709495229111,2
"cyclophosphamide_pralatrexate_mcf7","Pralatrexate","pralatrexate","cyclophosphamide","cyclophosphamide","MCF7","pralatrexate_mcf7","cyclophosphamide_mcf7",0.726506314633641,1
"celecoxib_thiotepa_mcf7","celecoxib","celecoxib","thiotepa","thiotepa","MCF7","celecoxib_mcf7","thiotepa_mcf7",-4.35632592924502,4
"fludarabine_letrozole_mcf7","letrozole","letrozole","Fludarabine Base","fludarabine","MCF7","letrozole_mcf7","fludarabine_mcf7",5.44676984578552,3
"lapatinib_vorinostat_mcf7","Vorinostat","vorinostat","Lapatinib","lapatinib","MCF7","vorinostat_mcf7","lapatinib_mcf7",-5.47100775856624,1
"carmustine_romidepsin_mcf7","Romidepsin","romidepsin","carmustine","carmustine","MCF7","romidepsin_mcf7","carmustine_mcf7",-5.40088994857718,2
"carmustine_paclitaxel_mcf7","paclitaxel","paclitaxel","carmustine","carmustine","MCF7","paclitaxel_mcf7","carmustine_mcf7",-3.17558928208633,2
"sorafenib_vorinostat_mcf7","Vorinostat","vorinostat","Sorafenib","sorafenib","MCF7","vorinostat_mcf7","sorafenib_mcf7",-6.52020175777558,4
"tamoxifen_temozolomide_mcf7","Tamoxifen citrate","tamoxifen","temozolomide","temozolomide","MCF7","tamoxifen_mcf7","temozolomide_mcf7",1.32481101969727,4
"tamoxifen_vorinostat_mcf7","Tamoxifen citrate","tamoxifen","Vorinostat","vorinostat","MCF7","tamoxifen_mcf7","vorinostat_mcf7",-9.43873328299416,4
"ixabepilone_methoxsalen_mcf7","methoxsalen","methoxsalen","Ixabepilone","ixabepilone","MCF7","methoxsalen_mcf7","ixabepilone_mcf7",0.675554013077635,1
"amifostine_gefitinib_mcf7","Gefitinib","gefitinib","amifostine","amifostine","MCF7","gefitinib_mcf7","amifostine_mcf7",-2.4640119999278,1
"cytarabine_vorinostat_mcf7","CYTARABINE HYDROCHLORIDE","cytarabine","Vorinostat","vorinostat","MCF7","cytarabine_mcf7","vorinostat_mcf7",-9.08676760552869,2
"erlotinib_methotrexate_mcf7","methotrexate","methotrexate","Erlotinib hydrochloride","erlotinib","MCF7","methotrexate_mcf7","erlotinib_mcf7",-8.67991093556609,2
"ifosfamide_letrozole_mcf7","letrozole","letrozole","ifosfamide","ifosfamide","MCF7","letrozole_mcf7","ifosfamide_mcf7",-0.12639291947574,4
"procarbazine_tamoxifen_mcf7","Tamoxifen citrate","tamoxifen","Procarbazine hydrochloride","procarbazine","MCF7","tamoxifen_mcf7","procarbazine_mcf7",-3.89187264647382,1
"cytarabine_fulvestrant_mcf7","CYTARABINE HYDROCHLORIDE","cytarabine","Fulvestrant","fulvestrant","MCF7","cytarabine_mcf7","fulvestrant_mcf7",-0.424142363525495,2
"fludarabine_temozolomide_mcf7","Fludarabine Base","fludarabine","temozolomide","temozolomide","MCF7","fludarabine_mcf7","temozolomide_mcf7",2.26884911050008,0
"romidepsin_topotecan_mcf7","Romidepsin","romidepsin","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","romidepsin_mcf7","topotecan_mcf7",-3.68799628264059,3
"cyclophosphamide_docetaxel_mcf7","docetaxel","docetaxel","cyclophosphamide","cyclophosphamide","MCF7","docetaxel_mcf7","cyclophosphamide_mcf7",-5.89969785609383,3
"mitotane_raloxifene_mcf7","raloxifene","raloxifene","mitotane","mitotane","MCF7","raloxifene_mcf7","mitotane_mcf7",-3.78154847160156,2
"docetaxel_methoxsalen_mcf7","docetaxel","docetaxel","methoxsalen","methoxsalen","MCF7","docetaxel_mcf7","methoxsalen_mcf7",-5.9384466126514,3
"methotrexate_topotecan_mcf7","methotrexate","methotrexate","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","methotrexate_mcf7","topotecan_mcf7",-6.85947314429457,4
"methotrexate_sorafenib_mcf7","Sorafenib","sorafenib","methotrexate","methotrexate","MCF7","sorafenib_mcf7","methotrexate_mcf7",3.37238822271813,3
"fludarabine_lapatinib_mcf7","Fludarabine Base","fludarabine","Lapatinib","lapatinib","MCF7","fludarabine_mcf7","lapatinib_mcf7",-1.57404016988543,4
"carmustine_topotecan_mcf7","TOPOTECAN HYDROCHLORIDE","topotecan","carmustine","carmustine","MCF7","topotecan_mcf7","carmustine_mcf7",-2.66647400428193,4
"fludarabine_sunitinib_mcf7","Fludarabine Base","fludarabine","Sunitinib","sunitinib","MCF7","fludarabine_mcf7","sunitinib_mcf7",1.19758471394981,1
"imiquimod_romidepsin_mcf7","Romidepsin","romidepsin","IMIQUIMOD","imiquimod","MCF7","romidepsin_mcf7","imiquimod_mcf7",-0.54427297115348,4
"imatinib_vincristine_mcf7","Vincristine sulfate","vincristine","Imatinib","imatinib","MCF7","vincristine_mcf7","imatinib_mcf7",5.71277899815299,3
"dasatinib_sorafenib_mcf7","Dasatinib","dasatinib","Sorafenib","sorafenib","MCF7","dasatinib_mcf7","sorafenib_mcf7",-3.90789987266556,0
"cyclophosphamide_mitomycin_mcf7","mitomycin C","mitomycin","cyclophosphamide","cyclophosphamide","MCF7","mitomycin_mcf7","cyclophosphamide_mcf7",-7.64210521294061,4
"paclitaxel_thiotepa_mcf7","thiotepa","thiotepa","paclitaxel","paclitaxel","MCF7","thiotepa_mcf7","paclitaxel_mcf7",-7.72073378554216,0
"cyclophosphamide_methotrexate_mcf7","methotrexate","methotrexate","cyclophosphamide","cyclophosphamide","MCF7","methotrexate_mcf7","cyclophosphamide_mcf7",-9.26300566478896,4
"ifosfamide_thiotepa_mcf7","thiotepa","thiotepa","ifosfamide","ifosfamide","MCF7","thiotepa_mcf7","ifosfamide_mcf7",-5.47591172265511,3
"imiquimod_thiotepa_mcf7","thiotepa","thiotepa","IMIQUIMOD","imiquimod","MCF7","thiotepa_mcf7","imiquimod_mcf7",-3.08869613513691,1
"imatinib_ixabepilone_mcf7","Imatinib","imatinib","Ixabepilone","ixabepilone","MCF7","imatinib_mcf7","ixabepilone_mcf7",2.67790976858633,3
"docetaxel_fludarabine_mcf7","Fludarabine Base","fludarabine","docetaxel","docetaxel","MCF7","fludarabine_mcf7","docetaxel_mcf7",0.958508871897949,0
"docetaxel_erlotinib_mcf7","docetaxel","docetaxel","Erlotinib hydrochloride","erlotinib","MCF7","docetaxel_mcf7","erlotinib_mcf7",2.90866261657895,2
"bendamustine_cyclophosphamide_mcf7","Bendamustine hydrochloride","bendamustine","cyclophosphamide","cyclophosphamide","MCF7","bendamustine_mcf7","cyclophosphamide_mcf7",-0.294785735172823,1
"dasatinib_methoxsalen_mcf7","Dasatinib","dasatinib","methoxsalen","methoxsalen","MCF7","dasatinib_mcf7","methoxsalen_mcf7",-1.46744976971489,3
"allopurinol_fludarabine_mcf7","Fludarabine Base","fludarabine","allopurinol","allopurinol","MCF7","fludarabine_mcf7","allopurinol_mcf7",8.2609308021916,0
"tamoxifen_thalidomide_mcf7","Tamoxifen citrate","tamoxifen","thalidomide","thalidomide","MCF7","tamoxifen_mcf7","thalidomide_mcf7",-3.63509174186742,0
"nilotinib_sunitinib_mcf7","Nilotinib","nilotinib","Sunitinib","sunitinib","MCF7","nilotinib_mcf7","sunitinib_mcf7",1.21163509748015,3
"amifostine_sorafenib_mcf7","Sorafenib","sorafenib","amifostine","amifostine","MCF7","sorafenib_mcf7","amifostine_mcf7",2.4669770144383,4
"nilotinib_thiotepa_mcf7","thiotepa","thiotepa","Nilotinib","nilotinib","MCF7","thiotepa_mcf7","nilotinib_mcf7",-3.70294600482992,2
"mitomycin_mitotane_mcf7","mitotane","mitotane","mitomycin C","mitomycin","MCF7","mitotane_mcf7","mitomycin_mcf7",-3.30744519774258,2
"fulvestrant_temozolomide_mcf7","temozolomide","temozolomide","Fulvestrant","fulvestrant","MCF7","temozolomide_mcf7","fulvestrant_mcf7",2.5145660798334,4
"hydroxyurea_mitotane_mcf7","hydroxyurea","hydroxyurea","mitotane","mitotane","MCF7","hydroxyurea_mcf7","mitotane_mcf7",5.41206161720357,2
"imiquimod_letrozole_mcf7","letrozole","letrozole","IMIQUIMOD","imiquimod","MCF7","letrozole_mcf7","imiquimod_mcf7",2.83540053705441,1
"letrozole_topotecan_mcf7","letrozole","letrozole","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","letrozole_mcf7","topotecan_mcf7",-3.70171293303476,3
"lapatinib_vincristine_mcf7","Vincristine sulfate","vincristine","Lapatinib","lapatinib","MCF7","vincristine_mcf7","lapatinib_mcf7",1.44648349611888,3
"carmustine_fulvestrant_mcf7","Fulvestrant","fulvestrant","carmustine","carmustine","MCF7","fulvestrant_mcf7","carmustine_mcf7",3.62562999139437,1
"ixabepilone_lapatinib_mcf7","Lapatinib","lapatinib","Ixabepilone","ixabepilone","MCF7","lapatinib_mcf7","ixabepilone_mcf7",1.08829830866359,0
"thiotepa_vincristine_mcf7","thiotepa","thiotepa","Vincristine sulfate","vincristine","MCF7","thiotepa_mcf7","vincristine_mcf7",-7.19462166102124,1
"busulfan_pralatrexate_mcf7","Pralatrexate","pralatrexate","busulfan","busulfan","MCF7","pralatrexate_mcf7","busulfan_mcf7",-2.0460930937205,3
"temozolomide_vinblastine_mcf7","temozolomide","temozolomide","Vinblastine sulfate","vinblastine","MCF7","temozolomide_mcf7","vinblastine_mcf7",1.66152183853463,4
"cisplatin_erlotinib_mcf7","Erlotinib hydrochloride","erlotinib","cis-Platin","cisplatin","MCF7","erlotinib_mcf7","cisplatin_mcf7",-6.45726320329596,0
"allopurinol_bendamustine_mcf7","Bendamustine hydrochloride","bendamustine","allopurinol","allopurinol","MCF7","bendamustine_mcf7","allopurinol_mcf7",-0.866482673624488,0
"cisplatin_cyclophosphamide_mcf7","cyclophosphamide","cyclophosphamide","cis-Platin","cisplatin","MCF7","cyclophosphamide_mcf7","cisplatin_mcf7",-9.3223770022403,0
"methotrexate_teniposide_mcf7","teniposide","teniposide","methotrexate","methotrexate","MCF7","teniposide_mcf7","methotrexate_mcf7",-5.23151753214248,1
"pralatrexate_procarbazine_mcf7","Pralatrexate","pralatrexate","Procarbazine hydrochloride","procarbazine","MCF7","pralatrexate_mcf7","procarbazine_mcf7",-0.630474834932334,4
"busulfan_letrozole_mcf7","letrozole","letrozole","busulfan","busulfan","MCF7","letrozole_mcf7","busulfan_mcf7",-1.74171338338326,2
"paclitaxel_vorinostat_mcf7","paclitaxel","paclitaxel","Vorinostat","vorinostat","MCF7","paclitaxel_mcf7","vorinostat_mcf7",-6.25147642240375,4
"ixabepilone_mitomycin_mcf7","mitomycin C","mitomycin","Ixabepilone","ixabepilone","MCF7","mitomycin_mcf7","ixabepilone_mcf7",-4.40468505758347,2
"hydroxyurea_ixabepilone_mcf7","hydroxyurea","hydroxyurea","Ixabepilone","ixabepilone","MCF7","hydroxyurea_mcf7","ixabepilone_mcf7",1.54445174255655,1
"amifostine_vorinostat_mcf7","Vorinostat","vorinostat","amifostine","amifostine","MCF7","vorinostat_mcf7","amifostine_mcf7",-0.377065263454025,4
"cyclophosphamide_imiquimod_mcf7","cyclophosphamide","cyclophosphamide","IMIQUIMOD","imiquimod","MCF7","cyclophosphamide_mcf7","imiquimod_mcf7",2.00679079268946,0
"docetaxel_pralatrexate_mcf7","docetaxel","docetaxel","Pralatrexate","pralatrexate","MCF7","docetaxel_mcf7","pralatrexate_mcf7",1.43485070727673,1
"letrozole_nilotinib_mcf7","letrozole","letrozole","Nilotinib","nilotinib","MCF7","letrozole_mcf7","nilotinib_mcf7",0.722398923541331,1
"anastrozole_fludarabine_mcf7","Fludarabine Base","fludarabine","anastrozole","anastrozole","MCF7","fludarabine_mcf7","anastrozole_mcf7",1.09234260704686,4
"hydroxyurea_raloxifene_mcf7","raloxifene","raloxifene","hydroxyurea","hydroxyurea","MCF7","raloxifene_mcf7","hydroxyurea_mcf7",-7.68629928265891,4
"docetaxel_sunitinib_mcf7","docetaxel","docetaxel","Sunitinib","sunitinib","MCF7","docetaxel_mcf7","sunitinib_mcf7",1.26832770074695,0
"docetaxel_nilotinib_mcf7","Nilotinib","nilotinib","docetaxel","docetaxel","MCF7","nilotinib_mcf7","docetaxel_mcf7",1.72989952438073,2
"carmustine_vinblastine_mcf7","Vinblastine sulfate","vinblastine","carmustine","carmustine","MCF7","vinblastine_mcf7","carmustine_mcf7",-0.0570319751152476,2
"cyclophosphamide_thiotepa_mcf7","thiotepa","thiotepa","cyclophosphamide","cyclophosphamide","MCF7","thiotepa_mcf7","cyclophosphamide_mcf7",-4.5356278850687,2
"celecoxib_tamoxifen_mcf7","celecoxib","celecoxib","Tamoxifen citrate","tamoxifen","MCF7","celecoxib_mcf7","tamoxifen_mcf7",-3.71075436188243,3
"carmustine_vincristine_mcf7","Vincristine sulfate","vincristine","carmustine","carmustine","MCF7","vincristine_mcf7","carmustine_mcf7",-2.36915704215726,1
"tamoxifen_topotecan_mcf7","Tamoxifen citrate","tamoxifen","TOPOTECAN HYDROCHLORIDE","topotecan","MCF7","tamoxifen_mcf7","topotecan_mcf7",-8.05339751201316,2
"raloxifene_vincristine_mcf7","raloxifene","raloxifene","Vincristine sulfate","vincristine","MCF7","raloxifene_mcf7","vincristine_mcf7",-3.57793304887522,4
